Project URL,SHA Detected,Module Path,OD-test,Relevant-test(if it is VP/BSS),Relevant-test(if it is VPC),OD-test-type
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteDouble,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteShort,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteShort,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBytes,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBytes,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteLong,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteLong,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testWrongClassInput,,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteNullBytes,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteNullBytes,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBytesWithSubLength,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBytesWithSubLength,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteInt,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteBool,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-serialization/dubbo-serialization-fst,org.apache.dubbo.common.serialize.fst.FstObjectInputTest.testEmptyByteArrayForEmptyInput,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteInt,org.apache.dubbo.common.serialize.fst.FstObjectOutputTest.testWriteObject,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testBindingAttachment,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchDefault,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithTag_shouldDowngrade,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_matchTag,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeNoException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testInvokeException,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.support.ForkingClusterInvokerTest.testClearRpcContext,org.apache.dubbo.rpc.cluster.router.tag.TagRouterTest.testRoute_requestWithoutTag_shouldNotDowngrade,org.apache.dubbo.rpc.cluster.support.AbstractClusterInvokerTest.testTimeoutExceptionCode,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-cluster,org.apache.dubbo.rpc.cluster.StickyTest.testStickyNoCheck,org.apache.dubbo.rpc.cluster.StickyTest.testStickyForceCheck,,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeName,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.ImplicitCallBackTest.test_Sync_Onreturn,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeCancel,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.ImplicitCallBackTest.test_Normal_Ex,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeMessageNull,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.ImplicitCallBackTest.test_Ex_OnReturn,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testListClient,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest.testListService,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest.testListDetailService,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest.testInvaildMessage,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeSimpleName,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.ImplicitCallBackTest.test_Async_Future_Multi,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeCancel2,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.InvokerTelnetHandlerTest.testInvokeAutoFindMethod,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.ListTelnetHandlerTest.testListDetail,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.InvokerTelnetHandlerTest.testInvokeByPassingNullValue,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.InvokerTelnetHandlerTest.testInvokeDefaultSService,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.ImplicitCallBackTest.test_Ex_OnInvoke,victim
https://github.com/apache/incubator-dubbo,737f7a7ea67832d7f17517326fb2491d0a086dd7,dubbo-rpc/dubbo-rpc-dubbo,org.apache.dubbo.rpc.protocol.dubbo.telnet.ChangeTelnetHandlerTest.testChangeServiceNotExport,org.apache.dubbo.rpc.protocol.dubbo.ReferenceCountExchangeClientTest.test_share_connect,org.apache.dubbo.rpc.protocol.dubbo.telnet.PortTelnetHandlerTest.testErrorMessage,victim
